N°_da_fatura;Data_da_fatura;ID_Cliente;País;Quantidade;Valor;Ano_mes;Pertence_UK
554813;2021-05-26 13:26:00;15852;United Kingdom;38;103,21;2021-05;SIM
554814;2021-05-26 13:34:00;16609;United Kingdom;342;895,44;2021-05;SIM
554815;2021-05-26 13:46:00;13798;United Kingdom;254;589,78;2021-05;SIM
554816;2021-05-26 14:01:00;17550;United Kingdom;22;100,44;2021-05;SIM
554817;2021-05-26 14:08:00;15622;United Kingdom;68;302,8;2021-05;SIM
554819;2021-05-26 14:09:00;17550;United Kingdom;5;10,5;2021-05;SIM
554821;2021-05-26 14:09:00;13199;United Kingdom;52;67,88;2021-05;SIM
554820;2021-05-26 14:09:00;15622;United Kingdom;44;107,4;2021-05;SIM
554818;2021-05-26 14:09:00;13199;United Kingdom;224;292,6;2021-05;SIM
554822;2021-05-26 14:17:00;12937;United Kingdom;76;210,8;2021-05;SIM
554823;2021-05-26 14:20:00;16624;United Kingdom;196;426,43;2021-05;SIM
554824;2021-05-26 14:21:00;15785;United Kingdom;197;401,82;2021-05;SIM
554825;2021-05-26 14:45:00;16843;United Kingdom;163;309,41;2021-05;SIM
554826;2021-05-26 14:53:00;12493;France;88;232,5;2021-05;NÃO
554827;2021-05-26 15:19:00;14646;Netherlands;4664;8980,88;2021-05;NÃO
554832;2021-05-26 15:30:00;16092;United Kingdom;234;282,86;2021-05;SIM
554834;2021-05-26 15:35:00;17416;United Kingdom;168;327,6;2021-05;SIM
554835;2021-05-26 16:11:00;15241;United Kingdom;172;201,97;2021-05;SIM
554836;2021-05-26 16:25:00;13015;United Kingdom;238;783,67;2021-05;SIM
554837;2021-05-26 16:30:00;14584;United Kingdom;79;254,42;2021-05;SIM
554838;2021-05-26 16:30:00;18232;United Kingdom;57;107,85;2021-05;SIM
554839;2021-05-26 17:15:00;14056;United Kingdom;126;374,29;2021-05;SIM
554840;2021-05-26 17:16:00;12684;France;426;398,0;2021-05;NÃO
554842;2021-05-26 18:17:00;14740;United Kingdom;251;555,71;2021-05;SIM
554843;2021-05-26 19:13:00;13911;United Kingdom;590;330,42;2021-05;SIM
554844;2021-05-26 19:38:00;18073;United Kingdom;28;63,0;2021-05;SIM
554845;2021-05-26 19:49:00;17450;United Kingdom;2140;5518,68;2021-05;SIM
554850;2021-05-27 09:15:00;17739;United Kingdom;158;388,18;2021-05;SIM
554853;2021-05-27 09:32:00;16839;United Kingdom;294;366,56;2021-05;SIM
554854;2021-05-27 09:39:00;16369;United Kingdom;199;354,45;2021-05;SIM
554855;2021-05-27 09:48:00;15172;United Kingdom;286;179,8;2021-05;SIM
554858;2021-05-27 10:15:00;17042;United Kingdom;120;222,18;2021-05;SIM
554859;2021-05-27 10:16:00;14828;United Kingdom;508;1063,84;2021-05;SIM
554860;2021-05-27 10:20:00;15249;United Kingdom;229;548,39;2021-05;SIM
554861;2021-05-27 10:29:00;12633;Germany;342;716,73;2021-05;NÃO
554865;2021-05-27 10:37:00;14280;United Kingdom;52;134,04;2021-05;SIM
554866;2021-05-27 10:41:00;13488;United Kingdom;291;493,27;2021-05;SIM
554868;2021-05-27 10:52:00;13135;United Kingdom;4300;3096,0;2021-05;SIM
554869;2021-05-27 10:55:00;16525;United Kingdom;408;338,28;2021-05;SIM
554906;2021-05-27 11:41:00;14194;United Kingdom;369;670,61;2021-05;SIM
554915;2021-05-27 12:23:00;16133;United Kingdom;88;325,6;2021-05;SIM
554916;2021-05-27 12:26:00;17345;United Kingdom;46;82,79;2021-05;SIM
554918;2021-05-27 12:29:00;17345;United Kingdom;16;45,54;2021-05;SIM
554917;2021-05-27 12:29:00;15104;United Kingdom;417;652,8;2021-05;SIM
554919;2021-05-27 12:38:00;13225;United Kingdom;300;537,0;2021-05;SIM
554920;2021-05-27 12:41:00;16275;United Kingdom;336;559,87;2021-05;SIM
554921;2021-05-27 12:44:00;13854;United Kingdom;56;411,6;2021-05;SIM
554922;2021-05-27 12:47:00;14735;United Kingdom;110;316,1;2021-05;SIM
554923;2021-05-27 12:48:00;14735;United Kingdom;22;89,7;2021-05;SIM
554924;2021-05-27 12:54:00;12748;United Kingdom;4;12,85;2021-05;SIM
554927;2021-05-27 13:00:00;16726;United Kingdom;68;191,4;2021-05;SIM
554929;2021-05-27 13:16:00;13018;United Kingdom;313;366,87;2021-05;SIM
554930;2021-05-27 13:17:00;15939;United Kingdom;600;252,0;2021-05;SIM
554932;2021-05-27 13:24:00;12999;United Kingdom;6;76,5;2021-05;SIM
554933;2021-05-27 13:26:00;13232;United Kingdom;173;260,21;2021-05;SIM
554934;2021-05-27 13:29:00;12971;United Kingdom;18;65,9;2021-05;SIM
554936;2021-05-27 13:30:00;12971;United Kingdom;84;100,2;2021-05;SIM
554935;2021-05-27 13:30:00;14338;United Kingdom;334;579,97;2021-05;SIM
554937;2021-05-27 13:32:00;15402;United Kingdom;431;440,99;2021-05;SIM
554938;2021-05-27 13:34:00;12876;Belgium;651;726,43;2021-05;NÃO
554940;2021-05-27 13:49:00;12494;France;157;403,09;2021-05;NÃO
554939;2021-05-27 13:49:00;15311;United Kingdom;328;373,04;2021-05;SIM
554941;2021-05-27 13:53:00;16016;United Kingdom;58;127,19;2021-05;SIM
554942;2021-05-27 14:01:00;17841;United Kingdom;111;157,58;2021-05;SIM
554943;2021-05-27 14:10:00;13798;United Kingdom;258;556,3;2021-05;SIM
554944;2021-05-27 14:12:00;18073;United Kingdom;168;178,08;2021-05;SIM
554946;2021-05-27 14:22:00;18242;United Kingdom;290;379,82;2021-05;SIM
554947;2021-05-27 14:29:00;12748;United Kingdom;97;100,48;2021-05;SIM
554948;2021-05-27 14:29:00;14447;United Kingdom;177;336,03;2021-05;SIM
554949;2021-05-27 14:44:00;14092;United Kingdom;130;327,66;2021-05;SIM
554952;2021-05-27 14:48:00;14227;United Kingdom;30;81,0;2021-05;SIM
554950;2021-05-27 14:48:00;14227;United Kingdom;448;797,48;2021-05;SIM
554951;2021-05-27 14:48:00;16323;United Kingdom;50;207,5;2021-05;SIM
554953;2021-05-27 14:49:00;14227;United Kingdom;12;17,4;2021-05;SIM
554954;2021-05-27 14:50:00;14227;United Kingdom;87;179,67;2021-05;SIM
554955;2021-05-27 14:55:00;17412;United Kingdom;56;120,7;2021-05;SIM
554963;2021-05-27 15:32:00;14625;United Kingdom;80;314,1;2021-05;SIM
554964;2021-05-27 15:57:00;15867;United Kingdom;208;252,3;2021-05;SIM
554965;2021-05-27 16:00:00;14560;United Kingdom;17;67,15;2021-05;SIM
554966;2021-05-27 16:17:00;16034;United Kingdom;48;146,4;2021-05;SIM
554968;2021-05-27 16:24:00;17961;United Kingdom;21;94,41;2021-05;SIM
554969;2021-05-27 16:30:00;14976;United Kingdom;42;178,74;2021-05;SIM
554974;2021-05-27 17:14:00;14031;United Kingdom;337;1100,55;2021-05;SIM
554975;2021-05-29 10:40:00;17819;United Kingdom;314;843,06;2021-05;SIM
554976;2021-05-29 10:57:00;15046;United Kingdom;193;320,35;2021-05;SIM
554977;2021-05-29 11:03:00;16444;United Kingdom;61;121,0;2021-05;SIM
554978;2021-05-29 11:05:00;16889;United Kingdom;250;350,06;2021-05;SIM
554979;2021-05-29 11:34:00;16931;United Kingdom;125;161,58;2021-05;SIM
554980;2021-05-29 11:59:00;17613;United Kingdom;16;55,2;2021-05;SIM
554981;2021-05-29 12:06:00;17613;United Kingdom;210;415,04;2021-05;SIM
554982;2021-05-29 12:16:00;17152;United Kingdom;271;1155,6;2021-05;SIM
554984;2021-05-29 12:19:00;17152;United Kingdom;40;218,0;2021-05;SIM
554985;2021-05-29 12:26:00;12426;Germany;258;582,73;2021-05;NÃO
554986;2021-05-29 12:35:00;14451;United Kingdom;204;360,0;2021-05;SIM
554987;2021-05-29 12:48:00;14823;United Kingdom;16;68,65;2021-05;SIM
554988;2021-05-29 13:32:00;15897;United Kingdom;145;119,71;2021-05;SIM
554989;2021-05-29 13:50:00;15897;United Kingdom;116;102,34;2021-05;SIM
554990;2021-05-29 13:57:00;16567;United Kingdom;520;308,04;2021-05;SIM
554991;2021-05-29 14:03:00;14823;United Kingdom;32;142,0;2021-05;SIM
554992;2021-05-29 14:08:00;16686;United Kingdom;406;382,14;2021-05;SIM
554993;2021-05-29 14:13:00;17051;United Kingdom;184;247,14;2021-05;SIM
554994;2021-05-29 14:18:00;14606;United Kingdom;72;149,01;2021-05;SIM
554995;2021-05-29 14:23:00;18109;United Kingdom;82;161,71;2021-05;SIM
554996;2021-05-29 14:28:00;16407;United Kingdom;92;194,4;2021-05;SIM
554997;2021-05-29 15:35:00;16746;United Kingdom;226;321,96;2021-05;SIM
554998;2021-05-29 15:35:00;15925;United Kingdom;93;207,15;2021-05;SIM
554999;2021-05-29 15:44:00;15547;United Kingdom;198;407,43;2021-05;SIM
555000;2021-05-31 08:03:00;18232;United Kingdom;113;263,13;2021-05;SIM
555001;2021-05-31 08:32:00;16566;United Kingdom;114;185,22;2021-05;SIM
555002;2021-05-31 08:50:00;17682;United Kingdom;180;350,12;2021-05;SIM
555003;2021-05-31 09:36:00;12787;Netherlands;65;158,1;2021-05;NÃO
555004;2021-05-31 09:37:00;13549;United Kingdom;53;105,35;2021-05;SIM
555005;2021-05-31 09:38:00;16656;United Kingdom;1240;1093,44;2021-05;SIM
555007;2021-05-31 09:52:00;13694;United Kingdom;144;208,8;2021-05;SIM
555008;2021-05-31 10:24:00;17061;United Kingdom;66;382,7;2021-05;SIM
555009;2021-05-31 10:32:00;17340;United Kingdom;294;607,74;2021-05;SIM
555010;2021-05-31 10:38:00;17450;United Kingdom;144;213,12;2021-05;SIM
555012;2021-05-31 10:43:00;16814;United Kingdom;254;420,43;2021-05;SIM
555011;2021-05-31 10:43:00;16168;United Kingdom;20;75,0;2021-05;SIM
555015;2021-05-31 10:45:00;16558;United Kingdom;471;613,54;2021-05;SIM
555016;2021-05-31 11:09:00;13113;United Kingdom;258;792,5;2021-05;SIM
555017;2021-05-31 11:14:00;16801;United Kingdom;27;213,05;2021-05;SIM
555025;2021-05-31 11:21:00;17648;United Kingdom;114;474,02;2021-05;SIM
555028;2021-05-31 11:22:00;17648;United Kingdom;6;49,5;2021-05;SIM
555070;2021-05-31 11:36:00;15863;United Kingdom;2;9,2;2021-05;SIM
555073;2021-05-31 11:39:00;16470;United Kingdom;71;129,32;2021-05;SIM
555075;2021-05-31 12:05:00;16013;United Kingdom;150;382,5;2021-05;SIM
555076;2021-05-31 12:11:00;13900;United Kingdom;275;374,87;2021-05;SIM
555077;2021-05-31 12:42:00;17975;United Kingdom;44;147,48;2021-05;SIM
555091;2021-05-31 12:50:00;12748;United Kingdom;92;170,02;2021-05;SIM
555092;2021-05-31 13:08:00;16483;United Kingdom;44;139,35;2021-05;SIM
555093;2021-05-31 13:15:00;12720;Germany;32;74,96;2021-05;NÃO
555094;2021-05-31 13:17:00;13398;United Kingdom;281;457,34;2021-05;SIM
555095;2021-05-31 13:32:00;12540;Spain;608;1306,49;2021-05;NÃO
555096;2021-05-31 13:32:00;12682;France;203;458,84;2021-05;NÃO
555097;2021-05-31 13:38:00;16333;United Kingdom;96;177,6;2021-05;SIM
555098;2021-05-31 13:39:00;16333;United Kingdom;168;310,8;2021-05;SIM
555099;2021-05-31 13:39:00;16333;United Kingdom;1720;844,0;2021-05;SIM
555101;2021-05-31 13:45:00;13070;United Kingdom;110;228,8;2021-05;SIM
555102;2021-05-31 13:50:00;14819;United Kingdom;48;84,72;2021-05;SIM
555103;2021-05-31 13:58:00;17454;United Kingdom;50;104,0;2021-05;SIM
555104;2021-05-31 14:02:00;17949;United Kingdom;96;816,0;2021-05;SIM
555106;2021-05-31 14:14:00;12790;Netherlands;166;324,92;2021-05;NÃO
555107;2021-05-31 14:14:00;12594;Italy;267;587,45;2021-05;NÃO
555108;2021-05-31 14:18:00;18231;United Kingdom;167;671,02;2021-05;SIM
555109;2021-05-31 14:19:00;16023;United Kingdom;175;322,85;2021-05;SIM
555110;2021-05-31 14:34:00;17841;United Kingdom;160;197,55;2021-05;SIM
555111;2021-05-31 14:37:00;16434;United Kingdom;123;201,27;2021-05;SIM
555112;2021-05-31 14:48:00;17725;United Kingdom;201;314,47;2021-05;SIM
555113;2021-05-31 14:48:00;18190;United Kingdom;38;113,0;2021-05;SIM
555114;2021-05-31 14:55:00;13571;United Kingdom;107;120,59;2021-05;SIM
555116;2021-05-31 15:16:00;16919;United Kingdom;173;317,3;2021-05;SIM
555119;2021-05-31 15:22:00;15163;United Kingdom;48;155,0;2021-05;SIM
555124;2021-05-31 15:26:00;18204;United Kingdom;392;549,43;2021-05;SIM
555125;2021-05-31 15:26:00;13481;United Kingdom;165;313,71;2021-05;SIM
555127;2021-05-31 15:30:00;15241;United Kingdom;294;368,1;2021-05;SIM
555133;2021-05-31 15:32:00;16810;United Kingdom;114;309,54;2021-05;SIM
555147;2021-05-31 15:41:00;13505;Switzerland;364;906,4;2021-05;NÃO
555156;2021-06-01 07:37:00;15643;United Kingdom;7;39,45;2021-06;SIM
555157;2021-06-01 07:38:00;15643;United Kingdom;63;287,45;2021-06;SIM
555158;2021-06-01 08:38:00;14842;United Kingdom;628;1378,48;2021-06;SIM
555159;2021-06-01 09:06:00;15124;United Kingdom;89;90,75;2021-06;SIM
555160;2021-06-01 09:18:00;14646;Netherlands;1038;1799,6;2021-06;NÃO
555161;2021-06-01 09:26:00;12423;Belgium;57;84,92;2021-06;NÃO
555162;2021-06-01 10:15:00;12473;Germany;557;672,19;2021-06;NÃO
555164;2021-06-01 10:24:00;14646;Netherlands;1836;3623,2;2021-06;NÃO
555194;2021-06-01 11:13:00;16422;United Kingdom;524;588,36;2021-06;SIM
555195;2021-06-01 11:27:00;15240;United Kingdom;245;416,28;2021-06;SIM
555198;2021-06-01 11:52:00;15916;United Kingdom;65;113,35;2021-06;SIM
555200;2021-06-01 12:05:00;17315;United Kingdom;177;262,61;2021-06;SIM
555199;2021-06-01 12:05:00;14606;United Kingdom;57;109,37;2021-06;SIM
555201;2021-06-01 12:10:00;16969;United Kingdom;388;397,36;2021-06;SIM
555202;2021-06-01 12:11:00;16813;United Kingdom;66;110,55;2021-06;SIM
555203;2021-06-01 12:13:00;17191;United Kingdom;160;354,82;2021-06;SIM
555207;2021-06-01 12:19:00;16818;United Kingdom;253;421,73;2021-06;SIM
555213;2021-06-01 12:22:00;13094;United Kingdom;144;152,64;2021-06;SIM
555232;2021-06-01 12:33:00;14597;United Kingdom;118;165,1;2021-06;SIM
555233;2021-06-01 12:46:00;13917;United Kingdom;38;65,38;2021-06;SIM
555234;2021-06-01 12:54:00;14515;United Kingdom;194;340,25;2021-06;SIM
555240;2021-06-01 13:07:00;15039;United Kingdom;151;213,86;2021-06;SIM
555241;2021-06-01 13:32:00;14377;United Kingdom;95;302,45;2021-06;SIM
555242;2021-06-01 13:40:00;16424;United Kingdom;88;133,56;2021-06;SIM
555243;2021-06-01 13:52:00;13475;United Kingdom;78;153,3;2021-06;SIM
555245;2021-06-01 14:12:00;14800;United Kingdom;198;198,46;2021-06;SIM
555247;2021-06-01 14:42:00;14315;United Kingdom;128;325,8;2021-06;SIM
555249;2021-06-01 14:57:00;17472;United Kingdom;169;259,27;2021-06;SIM
555251;2021-06-01 15:12:00;13062;United Kingdom;343;346,98;2021-06;SIM
555257;2021-06-01 15:28:00;17596;United Kingdom;818;541,95;2021-06;SIM
555259;2021-06-01 15:31:00;13069;United Kingdom;44;90,6;2021-06;SIM
555260;2021-06-01 15:34:00;13263;United Kingdom;81;161,87;2021-06;SIM
555263;2021-06-01 15:47:00;15192;United Kingdom;441;422,99;2021-06;SIM
555264;2021-06-01 16:03:00;17757;United Kingdom;64;122,74;2021-06;SIM
555266;2021-06-01 16:12:00;15611;United Kingdom;12;100,6;2021-06;SIM
555270;2021-06-01 16:23:00;17723;United Kingdom;100;415,0;2021-06;SIM
555279;2021-06-01 17:42:00;16348;United Kingdom;66;127,62;2021-06;SIM
555280;2021-06-02 09:02:00;17162;United Kingdom;135;233,92;2021-06;SIM
555281;2021-06-02 09:03:00;17162;United Kingdom;6;47,75;2021-06;SIM
555283;2021-06-02 09:04:00;17162;United Kingdom;42;64,3;2021-06;SIM
555282;2021-06-02 09:04:00;12709;Germany;653;1225,26;2021-06;NÃO
555284;2021-06-02 09:37:00;14298;United Kingdom;3280;3056,72;2021-06;SIM
555285;2021-06-02 09:38:00;14298;United Kingdom;186;362,7;2021-06;SIM
555286;2021-06-02 09:40:00;14298;United Kingdom;36;51,0;2021-06;SIM
555287;2021-06-02 09:42:00;14298;United Kingdom;146;214,94;2021-06;SIM
555289;2021-06-02 10:00:00;15078;United Kingdom;188;345,7;2021-06;SIM
555312;2021-06-02 10:39:00;16484;United Kingdom;152;285,7;2021-06;SIM
555340;2021-06-02 11:33:00;13334;United Kingdom;514;1071,4;2021-06;SIM
555343;2021-06-02 11:42:00;15918;United Kingdom;87;192,23;2021-06;SIM
555344;2021-06-02 11:45:00;15311;United Kingdom;845;1541,98;2021-06;SIM
555347;2021-06-02 12:04:00;14389;United Kingdom;189;311,14;2021-06;SIM
555348;2021-06-02 12:06:00;15184;United Kingdom;73;235,23;2021-06;SIM
555350;2021-06-02 12:08:00;17652;United Kingdom;388;811,36;2021-06;SIM
555349;2021-06-02 12:08:00;16729;United Kingdom;262;294,69;2021-06;SIM
555351;2021-06-02 12:37:00;13408;United Kingdom;212;397,8;2021-06;SIM
555352;2021-06-02 12:46:00;15838;United Kingdom;1110;2105,98;2021-06;SIM
555353;2021-06-02 13:22:00;16928;United Kingdom;118;156,2;2021-06;SIM
555356;2021-06-02 13:29:00;16672;United Kingdom;96;352,8;2021-06;SIM
555359;2021-06-02 14:04:00;18135;United Kingdom;88;109,82;2021-06;SIM
555363;2021-06-02 14:15:00;14453;United Kingdom;49;119,93;2021-06;SIM
555367;2021-06-02 14:28:00;17900;United Kingdom;49;79,8;2021-06;SIM
555368;2021-06-02 14:30:00;13437;United Kingdom;398;1440,9;2021-06;SIM
555381;2021-06-02 14:38:00;17900;United Kingdom;24;32,4;2021-06;SIM
555382;2021-06-02 14:46:00;17133;United Kingdom;728;1437,12;2021-06;SIM
555383;2021-06-02 15:13:00;12517;Germany;420;766,95;2021-06;NÃO
555385;2021-06-02 15:22:00;15658;United Kingdom;2;7,5;2021-06;SIM
555388;2021-06-02 15:48:00;17719;United Kingdom;115;305,85;2021-06;SIM
555389;2021-06-02 16:26:00;14543;United Kingdom;33;233,75;2021-06;SIM
555392;2021-06-02 16:59:00;14221;United Kingdom;24;30,0;2021-06;SIM
555393;2021-06-02 17:00:00;14221;United Kingdom;446;759,85;2021-06;SIM
555394;2021-06-02 17:03:00;12971;United Kingdom;84;126,44;2021-06;SIM
555395;2021-06-02 17:04:00;12971;United Kingdom;72;94,68;2021-06;SIM
555396;2021-06-02 17:23:00;16529;United Kingdom;198;455,25;2021-06;SIM
555399;2021-06-02 17:41:00;15555;United Kingdom;70;123,75;2021-06;SIM
555400;2021-06-02 17:50:00;14088;United Kingdom;1330;5913,9;2021-06;SIM
555401;2021-06-02 17:51:00;14088;United Kingdom;413;1896,03;2021-06;SIM
555403;2021-06-02 18:06:00;12676;Sweden;54;121,55;2021-06;NÃO
555405;2021-06-02 19:17:00;17531;United Kingdom;136;296,7;2021-06;SIM
555406;2021-06-02 19:50:00;17231;United Kingdom;263;393,59;2021-06;SIM
555407;2021-06-03 07:48:00;12775;Netherlands;329;419,8;2021-06;NÃO
555408;2021-06-03 08:54:00;13294;United Kingdom;136;390,09;2021-06;SIM
555410;2021-06-03 09:30:00;16239;United Kingdom;182;347,9;2021-06;SIM
555412;2021-06-03 09:46:00;13069;United Kingdom;42;61,3;2021-06;SIM
555413;2021-06-03 09:50:00;17994;United Kingdom;169;228,63;2021-06;SIM
555414;2021-06-03 10:06:00;16230;United Kingdom;170;266,1;2021-06;SIM
555415;2021-06-03 10:08:00;14500;United Kingdom;103;284,85;2021-06;SIM
555416;2021-06-03 10:15:00;14408;United Kingdom;264;376,15;2021-06;SIM
555417;2021-06-03 10:17:00;12601;Germany;23;68,1;2021-06;NÃO
555418;2021-06-03 10:19:00;15498;United Kingdom;347;1299,04;2021-06;SIM
555419;2021-06-03 10:20:00;15498;United Kingdom;2;17,0;2021-06;SIM
555420;2021-06-03 10:29:00;13458;United Kingdom;308;630,46;2021-06;SIM
555422;2021-06-03 10:37:00;12779;Poland;4;25,0;2021-06;NÃO
555470;2021-06-03 11:33:00;12455;Spain;107;264,4;2021-06;NÃO
555471;2021-06-03 11:42:00;16117;United Kingdom;130;232,21;2021-06;SIM
555472;2021-06-03 11:46:00;16701;United Kingdom;381;303,12;2021-06;SIM
555473;2021-06-03 11:59:00;14700;United Kingdom;537;836,05;2021-06;SIM
555476;2021-06-03 12:17:00;16593;United Kingdom;37;185,9;2021-06;SIM
555477;2021-06-03 12:26:00;12359;Cyprus;356;1109,32;2021-06;NÃO
555478;2021-06-03 12:28:00;13777;United Kingdom;336;1139,04;2021-06;SIM
555479;2021-06-03 12:35:00;15189;United Kingdom;102;229,26;2021-06;SIM
555485;2021-06-03 12:39:00;17722;United Kingdom;90;357,3;2021-06;SIM
555486;2021-06-03 13:05:00;13248;United Kingdom;251;387,47;2021-06;SIM
555488;2021-06-03 13:43:00;16942;United Kingdom;107;330,28;2021-06;SIM
555489;2021-06-03 13:48:00;17949;United Kingdom;360;259,2;2021-06;SIM
555490;2021-06-03 13:50:00;17949;United Kingdom;120;1314,0;2021-06;SIM
555491;2021-06-03 14:10:00;16525;United Kingdom;104;333,0;2021-06;SIM
555492;2021-06-03 14:24:00;16967;United Kingdom;333;319,02;2021-06;SIM
555493;2021-06-03 14:26:00;13695;United Kingdom;228;340,44;2021-06;SIM
555494;2021-06-03 14:33:00;15737;United Kingdom;79;204,85;2021-06;SIM
555495;2021-06-03 14:42:00;17068;United Kingdom;137;312,75;2021-06;SIM
555496;2021-06-03 14:44:00;15405;United Kingdom;193;349,1;2021-06;SIM
555497;2021-06-03 15:03:00;16659;United Kingdom;72;39,12;2021-06;SIM
555498;2021-06-03 15:07:00;13885;United Kingdom;23;107,65;2021-06;SIM
555499;2021-06-03 15:31:00;15812;United Kingdom;147;289,46;2021-06;SIM
555500;2021-06-03 15:32:00;15508;United Kingdom;49;114,68;2021-06;SIM
555501;2021-06-03 15:37:00;15508;United Kingdom;90;241,48;2021-06;SIM
555504;2021-06-03 15:43:00;15508;United Kingdom;4;15,0;2021-06;SIM
555507;2021-06-03 16:39:00;16186;United Kingdom;218;300,14;2021-06;SIM
555508;2021-06-03 16:45:00;16880;United Kingdom;168;269,88;2021-06;SIM
555509;2021-06-03 17:07:00;13435;United Kingdom;410;443,72;2021-06;SIM
555511;2021-06-05 10:12:00;17708;United Kingdom;58;156,48;2021-06;SIM
555512;2021-06-05 10:37:00;18198;United Kingdom;296;325,68;2021-06;SIM
555513;2021-06-05 10:38:00;12980;United Kingdom;114;892,62;2021-06;SIM
555514;2021-06-05 10:41:00;17071;United Kingdom;102;252,19;2021-06;SIM
555515;2021-06-05 10:47:00;17690;United Kingdom;234;856,63;2021-06;SIM
555516;2021-06-05 10:50:00;17706;United Kingdom;100;302,42;2021-06;SIM
555517;2021-06-05 10:54:00;13131;United Kingdom;128;324,9;2021-06;SIM
555518;2021-06-05 10:58:00;14891;United Kingdom;434;449,38;2021-06;SIM
555519;2021-06-05 11:02:00;16682;United Kingdom;514;525,5;2021-06;SIM
555520;2021-06-05 11:14:00;15038;United Kingdom;32;116,09;2021-06;SIM
555521;2021-06-05 11:21:00;13576;United Kingdom;147;389,61;2021-06;SIM
555522;2021-06-05 11:29:00;15796;United Kingdom;105;273,13;2021-06;SIM
555523;2021-06-05 11:36:00;12468;Germany;239;508,95;2021-06;NÃO
555524;2021-06-05 11:37:00;16923;United Kingdom;265;610,77;2021-06;SIM
555525;2021-06-05 11:40:00;14709;United Kingdom;136;332,9;2021-06;SIM
555526;2021-06-05 11:42:00;14364;United Kingdom;352;645,3;2021-06;SIM
555527;2021-06-05 11:44:00;14364;United Kingdom;73;399,35;2021-06;SIM
555528;2021-06-05 11:44:00;15694;United Kingdom;104;324,72;2021-06;SIM
555530;2021-06-05 11:46:00;16923;United Kingdom;24;61,2;2021-06;SIM
555531;2021-06-05 11:53:00;12678;France;1195;1939,52;2021-06;NÃO
555533;2021-06-05 12:12:00;15722;United Kingdom;186;446,6;2021-06;SIM
555534;2021-06-05 12:12:00;14682;United Kingdom;48;31,2;2021-06;SIM
555535;2021-06-05 12:16:00;16458;United Kingdom;112;166,3;2021-06;SIM
555536;2021-06-05 12:28:00;17675;United Kingdom;86;239,46;2021-06;SIM
555537;2021-06-05 12:37:00;15453;United Kingdom;97;197,09;2021-06;SIM
555538;2021-06-05 12:39:00;14512;United Kingdom;72;148,96;2021-06;SIM
555539;2021-06-05 12:44:00;14472;United Kingdom;117;201,45;2021-06;SIM
555540;2021-06-05 12:48:00;13668;United Kingdom;160;302,81;2021-06;SIM
555542;2021-06-05 12:51:00;15108;European Community;127;387,05;2021-06;NÃO
555541;2021-06-05 12:51:00;16883;United Kingdom;50;148,7;2021-06;SIM
555543;2021-06-05 12:59:00;13089;United Kingdom;324;627,04;2021-06;SIM
555544;2021-06-05 13:05:00;14621;United Kingdom;152;330,61;2021-06;SIM
555545;2021-06-05 13:08:00;17735;United Kingdom;581;873,85;2021-06;SIM
555546;2021-06-05 13:09:00;17735;United Kingdom;118;228,3;2021-06;SIM
555547;2021-06-05 13:13:00;12681;France;351;709,91;2021-06;NÃO
555548;2021-06-05 13:16:00;17811;United Kingdom;99;147,05;2021-06;SIM
555549;2021-06-05 13:24:00;13637;United Kingdom;139;262,25;2021-06;SIM
555550;2021-06-05 13:29:00;15245;United Kingdom;408;486,24;2021-06;SIM
555551;2021-06-05 13:32:00;14696;United Kingdom;185;298,79;2021-06;SIM
555552;2021-06-05 13:44:00;13610;United Kingdom;69;124,65;2021-06;SIM
555553;2021-06-05 13:45:00;12662;Germany;290;493,68;2021-06;NÃO
555554;2021-06-05 13:46:00;13742;United Kingdom;54;319,0;2021-06;SIM
555555;2021-06-05 13:48:00;16963;United Kingdom;35;110,55;2021-06;SIM
555556;2021-06-05 14:04:00;15704;United Kingdom;255;568,47;2021-06;SIM
555558;2021-06-05 14:06:00;14159;United Kingdom;429;462,53;2021-06;SIM
555557;2021-06-05 14:06:00;13682;United Kingdom;10;59,5;2021-06;SIM
555559;2021-06-05 14:18:00;13862;United Kingdom;206;300,2;2021-06;SIM
555560;2021-06-05 14:20:00;17346;United Kingdom;193;165,63;2021-06;SIM
555561;2021-06-05 14:38:00;16654;United Kingdom;12;35,4;2021-06;SIM
555562;2021-06-05 14:45:00;17841;United Kingdom;199;372,36;2021-06;SIM
555564;2021-06-05 15:01:00;15005;United Kingdom;279;296,32;2021-06;SIM
555565;2021-06-05 15:06:00;15298;United Kingdom;354;538,76;2021-06;SIM
555566;2021-06-05 15:19:00;14659;United Kingdom;91;216,63;2021-06;SIM
555567;2021-06-05 15:25:00;17050;United Kingdom;306;459,75;2021-06;SIM
555568;2021-06-05 15:25:00;17589;United Kingdom;372;620,65;2021-06;SIM
555569;2021-06-05 15:29:00;12727;France;363;793,08;2021-06;NÃO
555571;2021-06-05 15:36:00;15462;United Kingdom;76;105,0;2021-06;SIM
555570;2021-06-05 15:36:00;15152;United Kingdom;429;756,1;2021-06;SIM
555572;2021-06-05 15:37:00;12449;Belgium;390;858,93;2021-06;NÃO
555573;2021-06-05 15:46:00;15349;United Kingdom;250;366,11;2021-06;SIM
555574;2021-06-05 15:46:00;12417;Belgium;134;437,19;2021-06;NÃO
555575;2021-06-05 15:47:00;14466;United Kingdom;143;310,05;2021-06;SIM
